no,분류1,분류2,글자수,문구
12.0,자기주도 학습 태도,습관이 잘 잡혀 있음,115.0,"배운 내용을 곱씹고, 필요한 부분은 복습하거나 정리해 보려는 습관이 자연스럽게 자리잡혀 있습니다. 교사의 도움이 없어도 학습을 주도적으로 이어갈 수 있는 기반이 잘 형성되어 있어 매우 든든한 느낌을 줍니다."
13.0,자기주도 학습 태도,습관이 잘 잡혀 있음,102.0,매번 수업 시간 전후로 자신이 무엇을 더 보완해야 할지 스스로 점검하고 행동에 옮깁니다. 단기적인 결과보다 꾸준한 학습 습관 형성에 집중하는 태도에서 높은 자기관리 역량이 엿보입니다.
14.0,자기주도 학습 태도,습관이 잘 잡혀 있음,98.0,"스스로 학습 환경을 조절하고, 집중이 잘 되는 방식이나 시간대를 파악하여 효과적으로 공부하려는 노력이 보입니다. 자기주도 학습에 대한 이해도와 실천력이 모두 뛰어난 학생입니다."
15.0,자기주도 학습 태도,습관이 잘 잡혀 있음,104.0,"과제나 활동에서 보이는 태도 하나하나에 책임감이 묻어나며, 궁금한 점은 스스로 해결하려는 태도가 잘 자리잡혀 있습니다. 주체적인 학습 자세가 자연스럽게 실천으로 이어지고 있는 모습입니다."
16.0,자기주도 학습 태도,습관이 잘 잡혀 있음,98.0,복습이나 정리를 통해 학습한 내용을 자신만의 언어로 다시 구성하려는 노력이 자주 관찰됩니다. 외부 자극 없이도 스스로 동기부여하며 학습을 이어갈 줄 아는 점이 특히 뛰어납니다.
17.0,자기주도 학습 태도,습관이 잘 잡혀 있음,91.0,"공부의 주도권을 교사가 아닌 본인이 쥐고 있다는 느낌을 줄 정도로 자기주도적이며, 학습 목표에 도달하기 위해 차분히, 그리고 꾸준히 노력하는 모습이 인상 깊습니다."
18.0,자기주도 학습 태도,습관이 잘 잡혀 있음,106.0,"배움에 대한 태도가 매우 성숙하며, 결과에 연연하기보다는 과정을 중요하게 생각하며 스스로 성장의 발판을 만들어가는 모습이 자주 보입니다. 긴 호흡으로 학습을 바라볼 줄 아는 역량이 있습니다."
19.0,자기주도 학습 태도,습관이 잘 잡혀 있음,101.0,"단지 열심히 하는 것을 넘어, ‘어떻게 하면 더 잘할 수 있을까’를 고민하며 학습 전략을 스스로 조정하는 태도가 인상적입니다. 자율성과 실천력이 균형 있게 자리잡혀 있는 모습입니다."
20.0,자기주도 학습 태도,습관이 잘 잡혀 있음,95.0,"과제나 활동을 마무리한 뒤, 스스로 피드백을 주고받는 듯한 태도가 돋보입니다. 단순히 끝내는 것이 아니라 한번 더 확인하고 정리하며 완성도를 높이려는 성숙함이 느껴집니다."
21.0,자기주도 학습 태도,습관이 잘 잡혀 있음,97.0,"학습이 습관으로 정착되어 있어, 특별히 누가 시키지 않아도 정해진 시간에 스스로 학습을 이어갑니다. 자기주도성이 자연스럽게 일상 속에 녹아든 이상적인 학습 태도를 보여줍니다."
22.0,자기주도 학습 태도,습관이 잘 잡혀 있음,109.0,"공부에 있어서 ‘해야 하니까 한다’가 아니라, ‘알고 싶고 해내고 싶어서 한다’는 동기가 분명하게 보입니다. 내면에서 우러나는 열정이 자기주도성으로 연결되어 매우 안정된 학습 흐름을 만들어갑니다."
23.0,자기주도 학습 태도,습관이 잘 잡혀 있음,95.0,"자신의 수준을 솔직하게 바라보고, 부족한 부분은 보완하고 강점은 더 발전시키려는 자세가 자연스럽게 실천으로 이어집니다. 스스로 배우고 성장하려는 태도가 매우 인상적입니다."
24.0,자기주도 학습 태도,습관이 잘 잡혀 있음,91.0,"어떤 과제를 하든 그 안에서 의미를 찾고, 자신만의 기준으로 완성해내려는 모습이 일관되게 보입니다. 성실함과 주도성이 조화를 이루는 학습 태도가 매우 이상적입니다."
25.0,자기주도 학습 태도,습관이 잘 잡혀 있음,101.0,"배운 내용을 단지 이해하는 데 그치지 않고, 실생활이나 다른 문제에 적용해보려는 시도가 자주 보입니다. 스스로 연결 짓고 확장해 나가는 사고가 자연스러운 습관으로 자리잡고 있습니다."
26.0,자기주도 학습 태도,습관이 잘 잡혀 있음,91.0,"일정한 리듬으로 학습을 이어가며, 스스로 학습량과 속도를 조절할 수 있는 자기 인식 능력이 뛰어납니다. 조용하지만 깊이 있는 자기주도학습 태도가 매우 인상적입니다."
27.0,자기주도 학습 태도,습관이 잘 잡혀 있음,107.0,"주어진 학습을 미루거나 잊는 일이 거의 없으며, 오히려 스스로 더 깊이 있게 탐색해 보는 모습을 보여줍니다. 학습을 자기 시간표 안에 자연스럽게 녹여낸 자기주도적 생활습관이 매우 모범적입니다."
28.0,자기주도 학습 태도,습관이 잘 잡혀 있음,98.0,정해진 학습 외에도 스스로 문제를 더 찾아 풀거나 관련 내용을 더 살펴보려는 시도가 자주 보입니다. 단순한 문제 풀이를 넘어 학습 내용을 자기화하려는 진지한 태도가 돋보입니다.
29.0,자기주도 학습 태도,습관이 잘 잡혀 있음,95.0,"수업 시간에는 집중, 수업 후에는 정리, 과제는 철저히 마무리까지. 학습 전반에 걸쳐 자기주도성이 고르게 드러나며, 학습의 흐름을 자기 힘으로 잘 관리해 나가고 있습니다."
30.0,자기주도 학습 태도,습관이 잘 잡혀 있음,103.0,"공부를 '해야 할 일'이 아닌 '자신의 일'로 받아들이고 있으며, 교사의 피드백 없이도 학습의 흐름을 스스로 조절할 수 있습니다. 학습을 삶의 한 부분으로 잘 흡수하고 있는 모습입니다."
1.0,자기주도 학습 태도,꾸준히 노력 중이며 보완,116.0,"꾸준히 노력하며 스스로 학습을 이어가려는 의지가 느껴집니다. 다만 학습 계획 수립이나 시간 관리와 같은 일부 자기주도적 습관은 아직 보완이 필요해, 해당 부분을 중심으로 개별 지도와 상담을 진행하고 있습니다."
2.0,자기주도 학습 태도,꾸준히 노력 중이며 보완,115.0,"학습에 대한 태도는 성실하며 스스로 해보려는 노력도 보입니다. 다만 자기주도적인 학습 습관이 완전히 정착된 상태는 아니어서, 학원에서는 학습 동기 유지와 자기 점검 방법에 대해 지속적으로 코칭하고 있습니다."
3.0,자기주도 학습 태도,꾸준히 노력 중이며 보완,110.0,"책임감 있게 학습에 임하고 있으며 일정한 자기주도성이 형성되고 있습니다. 하지만 계획 수립과 실천의 균형을 잡는 데에 조금 더 연습이 필요해, 해당 부분을 중심으로 관찰과 상담을 병행하고 있습니다."
4.0,자기주도 학습 태도,꾸준히 노력 중이며 보완,108.0,"과제나 수업에 대해 스스로 관리하려는 의지가 있고, 일정 부분에서는 자기주도적인 행동도 관찰됩니다. 다만 학습 루틴 형성과 지속성 면에서 보완이 필요해 관련 부분을 중점적으로 지도하고 있습니다."
5.0,자기주도 학습 태도,꾸준히 노력 중이며 보완,104.0,"자기주도적으로 학습하려는 태도가 잘 형성되어 가는 중입니다. 다만 일부 영역에서는 지속적인 실천이나 자기 점검이 부족한 모습이 있어, 학원에서 코칭 중심의 상담을 통해 보완하고 있습니다."
6.0,자기주도 학습 태도,꾸준히 노력 중이며 보완,111.0,"기본적인 학습 자세는 안정적이며, 주도적으로 학습하려는 시도도 꾸준합니다. 그러나 학습 습관의 일관성과 계획적인 실천 면에서는 추가적인 조율이 필요해 개별 상담을 통해 방향을 함께 맞춰가고 있습니다."
7.0,자기주도 학습 태도,꾸준히 노력 중이며 보완,104.0,"스스로 학습을 이어가려는 노력이 잘 드러나고 있고, 일정 수준의 자기주도성이 관찰됩니다. 다만 학습의 흐름을 체계화하는 데에 약간의 어려움이 있어, 이에 대한 지도와 코칭을 병행중입니다."
8.0,자기주도 학습 태도,꾸준히 노력 중이며 보완,108.0,꾸준한 학습 태도가 인상적이며 자기주도적 접근을 시도하려는 자세도 보이고 있습니다. 다만 계획과 실행 사이의 간격을 줄이기 위한 구체적인 방법에 대해 지속적인 피드백과 상담을 이어가고 있습니다.
9.0,자기주도 학습 태도,꾸준히 노력 중이며 보완,101.0,"학습을 스스로 관리하려는 태도가 점점 자리를 잡아가고 있습니다. 그러나 아직 실천력과 지속성에서 아쉬운 부분이 있어, 자기조절 전략을 함께 세워가며 지도와 상담을 진행하고 있습니다."
10.0,자기주도 학습 태도,꾸준히 노력 중이며 보완,110.0,"자기주도적인 학습 습관을 형성하기 위한 노력은 충분히 이뤄지고 있습니다. 다만 실행력과 꾸준한 학습 습관 유지 면에서 약간의 보완이 필요한 상황으로, 해당 영역에 대해 집중적으로 코칭하고 있습니다."
11.0,자기주도 학습 태도,꾸준히 노력 중이며 보완,115.0,"스스로 학습을 해보려는 시도가 이어지고 있으며, 자기주도적 습관도 서서히 자리잡는 중입니다. 아직은 계획의 유지나 실천력이 다소 불안정하지만, 자연스러운 과정으로 보고 있으며, 지속적으로 코칭하고 있습니다."
12.0,자기주도 학습 태도,꾸준히 노력 중이며 보완,115.0,"학습에 대한 의지는 분명하고 성실한 편입니다. 자기주도학습은 이제 막 형성되어가는 시기로, 계획 수립이나 실행력 면에서 보완이 필요하지만, 흔히 보이는 자연스러운 모습입니다. 학원에서 잘 지도하고 있습니다."
13.0,자기주도 학습 태도,꾸준히 노력 중이며 보완,116.0,"스스로 학습을 챙기려는 태도는 꾸준히 보여주고 있으나, 일정한 루틴으로 이어지기엔 시간이 조금 더 필요한 단계입니다. 이 시기의 아이들에게 흔히 나타나는 모습으로, 학원에서 부드러운 태도로 지도하고 있습니다."
14.0,자기주도 학습 태도,꾸준히 노력 중이며 보완,114.0,"학습 계획을 스스로 세우려는 의지가 보이며, 일부 실천도 이루어지고 있습니다. 다만 아직 실행과 유지 측면에서 기복이 있습니다. 이 시기에 충분히 자연스러운 일로 판단되며 격려 중심으로 지도하고 있습니다."
15.0,자기주도 학습 태도,꾸준히 노력 중이며 보완,115.0,"성실하게 노력하고 있으며, 자기주도적으로 학습하려는 자세도 갖춰가고 있습니다. 다만 완성된 습관으로 자리잡지 못한 부분은 또래 학생들에게서 흔히 보이는 현상으로, 습관으로 자리잡을 수 있도록 지원하겠습니다."
16.0,자기주도 학습 태도,꾸준히 노력 중이며 보완,116.0,"학습을 스스로 해보려는 시도가 자주 보입니다. 하지만 계획의 실천이나 반복 습관 형성은 여전히 완성되지 못한 단계입니다. 이 시기 학생들에게 자연스러운 모습이며, 꾸준히 관찰하고 정서적으로 지원하고 있습니다."
17.0,자기주도 학습 태도,꾸준히 노력 중이며 보완,115.0,"자기주도학습에 대한 감각은 형성되고 있지만, 실천과 루틴화에는 다소 시간이 걸리는 모습입니다. 이는 또래들에게서 흔히 관찰되는 현상으로, 과도한 부담 없이 점진적으로 습관을 형성할 수 있도록 돕고 있습니다."
18.0,자기주도 학습 태도,꾸준히 노력 중이며 보완,117.0,"스스로 공부하려는 의지와 시도는 분명히 보이고 있습니다. 아직은 그 흐름이 일관되지는 않지만, 이 시기에는 오히려 자연스러운 과정으로 보고 있으며, 강점 중심 피드백과 반복 지도를 통해 안정화를 돕고 있습니다."
19.0,자기주도 학습 태도,꾸준히 노력 중이며 보완,111.0,"학습에 책임감을 가지려는 태도는 충분하지만, 실천의 일관성과 자기 점검은 조금씩 만들어지는 중입니다. 또래에서 자주 관찰되는 현상으로, 부담 없이 루틴을 만들어갈 수 있도록 코칭을 이어가고 있습니다."
20.0,자기주도 학습 태도,꾸준히 노력 중이며 보완,114.0,"계획하고 실천하는 과정에서 아직은 기복이 있지만, 스스로 해보려는 태도는 점차 단단해지고 있습니다. 이 시기엔 누구나 겪는 자연스러운 성장 과정이며, 학원에서도 그 흐름에 맞춰 조율하며 지도하고 있습니다."
21.0,자기주도 학습 태도,꾸준히 노력 중이며 보완,115.0,"최근 스스로 학습을 관리해 보려는 시도가 이어지고 있으며, 이전보다 자기주도적인 태도가 점차 뚜렷해지고 있습니다. 아직 완성된 단계는 아니지만, 긍정적인 전환점이 될 것으로 기대하며 집중 지도하고 있습니다."
22.0,자기주도 학습 태도,꾸준히 노력 중이며 보완,116.0,"학습을 단순히 따라가는 것이 아니라 스스로 조절해 보려는 모습이 보이기 시작했습니다. 자기주도학습 습관이 자리잡는 초기 단계로, 현재의 시도들이 앞으로의 학습 습관에 중요한 전환점이 되도록 지원하고 있습니다."
23.0,자기주도 학습 태도,꾸준히 노력 중이며 보완,118.0,"최근 스스로 학습 루틴을 만들어보려는 모습이 늘어나고 있습니다. 아직은 불안정한 부분도 있지만, 이 시기가 자기주도성을 본격적으로 형성해가는 전환점이 될 수 있어 학원에서도 격려 중심의 코칭을 병행하고 있습니다."
24.0,자기주도 학습 태도,꾸준히 노력 중이며 보완,118.0,"계획 수립, 자기 점검 등 자기주도학습의 핵심 요소들이 하나씩 시도되고 있습니다. 아직 완전히 굳어진 습관은 아니지만, 현재의 변화가 이후 학습 태도에 긍정적인 흐름을 만들어줄 중요한 시기라고 판단하고 있습니다."
25.0,자기주도 학습 태도,꾸준히 노력 중이며 보완,116.0,"학습을 주체적으로 해보려는 의지가 최근 들어 자주 관찰되고 있어 매우 반가운 변화입니다. 자기주도적인 습관을 만드는 시작점으로 보고 있으며, 그 전환이 잘 자리잡을 수 있도록 학원에서도 세심하게 지도중입니다."
26.0,자기주도 학습 태도,꾸준히 노력 중이며 보완,114.0,"자기주도적으로 학습을 이어가려는 마음가짐이 전보다 뚜렷해지고 있습니다. 아직 실행력과 지속성에서 보완이 필요하지만, 이 시기의 작은 변화들이 앞으로 큰 성장의 기점이 될 수 있도록 힘을 실어주고 있습니다."
27.0,자기주도 학습 태도,꾸준히 노력 중이며 보완,116.0,"단순히 학습을 수행하는 단계를 넘어, 스스로 계획하거나 정리하려는 시도가 자주 보입니다. 이러한 변화는 자기주도성을 강화하는 분기점으로 매우 중요하게 보고 있으며, 학원에서도 그 흐름을 안정화시키고 있습니다."
28.0,자기주도 학습 태도,꾸준히 노력 중이며 보완,118.0,"학습에 대한 태도에서 ‘스스로 해보겠다’는 방향 전환이 감지되고 있어 매우 고무적입니다. 작은 시도이지만, 이러한 변화들이 모여 자기주도적 습관으로 이어지는 전환점이 될 수 있도록 학원에서 세심하게 지도중입니다."
29.0,자기주도 학습 태도,꾸준히 노력 중이며 보완,118.0,"꾸준히 노력해온 기반 위에 이제는 스스로 학습을 조율해 보려는 흐름이 형성되고 있습니다. 이러한 전환의 시점을 잘 잡아주는 것이 중요한 시기로 보고 있으며, 학원에서도 지속적인 격려와 피드백을 이어가고 있습니다."
30.0,자기주도 학습 태도,꾸준히 노력 중이며 보완,114.0,"최근 들어 자기주도적으로 학습하려는 태도가 점차 안정되어 가고 있으며, 작은 변화들이 쌓여가는 시점입니다. 지금의 흐름은 앞으로 습관 정착에 있어 전환점이 될 수 있어, 관심을 가지고 이끌어가고 있습니다."
1.0,학생의 정서적인 상태,밝고 긍정적 안정감,118.0,"인사나 대화에서 항상 밝은 에너지가 느껴지며, 친구와의 관계에서도 자연스럽고 따뜻한 상호작용을 이어가고 있습니다. 표정, 말투, 반응 모두 긍정적이며 정서적으로 매우 안정된 상태로, 별다른 우려는 없어 보입니다."
2.0,학생의 정서적인 상태,밝고 긍정적 안정감,115.0,"수업 시간 내내 표정이 밝고 반응이 적극적이며, 친구들과도 능동적으로 소통하며 정서적 유연함이 잘 느껴집니다. 어려운 상황에서도 긍정적으로 받아들이려는 태도가 있어, 전반적인 정서 상태는 매우 안정적입니다."
3.0,학생의 정서적인 상태,밝고 긍정적 안정감,117.0,"관찰 기간 내내 학생의 정서 상태는 밝고 유쾌한 편이었으며, 수업중 사소한 유머에도 웃으며 반응하는 여유가 느껴졌습니다. 감정 표현도 적절하게 이뤄지고 있어 교사 입장에서도 매우 편안하게 느껴지는 분위기입니다."
4.0,학생의 정서적인 상태,밝고 긍정적 안정감,112.0,"학습 상황 외에도 친구들과의 짧은 대화, 쉬는 시간의 행동 등을 통해 보았을 때, 감정 표현이 긍정적인 정서 흐름을 유지하고 있습니다. 특별히 걱정할 만한 감정 기복이나 위축된 모습은 보이지 않습니다."
5.0,학생의 정서적인 상태,밝고 긍정적 안정감,110.0,"작은 성과 하나에도 성취감을 느끼며 스스로 즐거워하고, 다른 친구의 발표나 참여도 격려하는 모습이 인상 깊었습니다. 타인을 배려하고 자신에 대해서도 긍정적으로 바라보는 태도가 잘 형성되어 있습니다."
6.0,학생의 정서적인 상태,밝고 긍정적 안정감,111.0,"표정과 몸짓, 말투 전반에서 밝고 안정된 감정 상태가 느껴집니다. 새로운 활동에도 거부감 없이 참여하며, 수업 전후의 짧은 대화 속에서도 일관된 정서적 안정감과 긍정적인 성향이 지속적으로 관찰됩니다."
7.0,학생의 정서적인 상태,밝고 긍정적 안정감,107.0,"상대방의 말에 귀기울이고 자신의 감정도 차분히 표현하는 모습이 자주 관찰됩니다. 친구들과의 관계도 원만하며, 일상적인 학원 생활 속에서 위축되거나 불안해하는 모습 없이 즐겁게 지내고 있습니다."
8.0,학생의 정서적인 상태,밝고 긍정적 안정감,114.0,"자신의 생각을 명확히 표현하고, 때로는 주변 친구들에게 따뜻한 말로 응원도 건넵니다. 긍정적인 정서 표현이 자연스럽고, 정서 기복 없이 일관된 밝은 분위기를 유지하고 있어 매우 안정적인 상태로 판단됩니다."
9.0,학생의 정서적인 상태,밝고 긍정적 안정감,104.0,"어떤 상황에서도 웃음을 잃지 않고 주변에 긍정적인 에너지를 전하는 성격입니다. 수업중 실수를 하더라도 유연하게 넘기고, 자신감 있게 반응하는 태도에서 정서적 여유와 안정감이 느껴졌습니다."
10.0,학생의 정서적인 상태,밝고 긍정적 안정감,114.0,"수업 내외로 교사나 친구들과의 상호작용에서 늘 따뜻하고 활기찬 반응을 보이며, 감정적으로도 매우 건강한 흐름을 유지하고 있습니다. 교사 입장에서 보았을 때, 정서적으로 특별히 우려할 부분은 없어 보입니다."
11.0,학생의 정서적인 상태,밝고 긍정적 안정감,118.0,"매일 학원에 들어설 때 인사부터 수업 마무리까지, 전체적인 분위기 속에서 긍정적인 에너지가 꾸준히 느껴집니다. 주변 친구들에게도 좋은 영향을 주며, 스스로의 감정을 건강하게 표현하는 능력도 잘 형성되어 있습니다."
12.0,학생의 정서적인 상태,밝고 긍정적 안정감,110.0,"감정 표현이 또래보다 성숙한 편이며, 작은 갈등 상황에서도 유연하게 대처하려는 태도가 인상적입니다. 짧은 대화 속에서도 밝고 안정된 정서 흐름이 꾸준히 유지되고 있어 걱정하실 부분은 없어 보입니다."
13.0,학생의 정서적인 상태,밝고 긍정적 안정감,106.0,"수업 참여시 반응이 생동감 있고 표정 변화도 자연스럽습니다. 본인의 감정은 솔직하게 표현하고, 타인의 감정에도 공감할 줄 아는 모습이 자주 관찰되며, 전반적인 정서 상태는 매우 안정적입니다."
14.0,학생의 정서적인 상태,밝고 긍정적 안정감,112.0,"평소 말투와 행동에서 여유와 자신감이 느껴지며, 예상치 못한 상황에서도 차분히 반응하는 모습이 돋보입니다. 또래 친구들과의 관계도 매우 원만하여 정서적으로 건강하고 균형 잡힌 모습을 보여주고 있습니다."
15.0,학생의 정서적인 상태,밝고 긍정적 안정감,110.0,"새로운 환경이나 활동에 대한 적응이 빠르며, 긍정적인 태도로 모든 상황을 유연하게 받아들이는 성향입니다. 정서적으로 위축된 모습 없이 밝고 자연스럽게 감정을 표현하는 모습이 자주 관찰되고 있습니다."
16.0,학생의 정서적인 상태,밝고 긍정적 안정감,112.0,"소소한 즐거움도 잘 느끼고 표현하며, 실패나 실수에도 낙담하지 않고 유쾌하게 넘어가는 유연함이 있습니다. 감정 기복 없이 편안하고 안정된 정서 상태를 유지하고 있어, 정서적으로 매우 건강한 모습입니다."
17.0,학생의 정서적인 상태,밝고 긍정적 안정감,107.0,"관찰 기간 동안 한결같이 안정적인 정서를 유지하고 있으며, 스스로를 긍정적으로 인식하고 있는 모습이 보입니다. 친구들과도 자주 웃으며 대화하고, 배움 자체를 즐기는 밝은 에너지가 인상적입니다."
18.0,학생의 정서적인 상태,밝고 긍정적 안정감,114.0,"자신감 있는 태도 속에 배려심도 함께 녹아 있어, 또래 사이에서 중심적인 역할을 맡기도 합니다. 정서 표현이 서툴지 않고 감정 조절력도 뛰어나, 학교생활뿐 아니라 일상생활에서도 안정적인 모습으로 보입니다."
19.0,학생의 정서적인 상태,밝고 긍정적 안정감,109.0,"상황을 긍정적으로 해석하려는 태도가 자연스럽고, 자신의 감정을 객관적으로 바라볼 수 있는 힘이 느껴집니다. 작은 실수에도 유연하게 대처하며 정서적 충격 없이 다시 집중하는 모습이 자주 나타납니다."
20.0,학생의 정서적인 상태,밝고 긍정적 안정감,104.0,"수업중간중간 보여주는 반응과 친구들과의 대화를 통해 항상 밝은 감정의 흐름이 느껴집니다. 정서적으로 예민하거나 과도한 감정 기복은 전혀 없이, 일관되게 안정된 분위기를 유지하고 있습니다."
21.0,학생의 정서적인 상태,밝고 긍정적 안정감,104.0,"말 한마디, 작은 표정 변화에서도 정서적 여유가 느껴지며, 긍정적인 사고방식을 기반으로 다양한 상황에 잘 적응합니다. 또래 친구들에게도 긍정적인 영향을 주는 밝은 기질을 가지고 있습니다."
22.0,학생의 정서적인 상태,밝고 긍정적 안정감,110.0,"자신을 표현하는 데 거리낌이 없고, 주변 사람들과의 관계에서도 갈등 없이 원만한 교류가 이뤄지고 있습니다. 감정 표현이 자연스럽고 일관되어 있어 정서적인 부분에 대해 특별히 우려되는 점은 없습니다."
23.0,학생의 정서적인 상태,밝고 긍정적 안정감,111.0,"교사와의 소통에서도 편안한 분위기를 유지하며, 질문에 대한 반응이나 학습 중 대화 속에서 기분 좋고 안정된 정서 상태가 그대로 전해집니다. 교실 분위기를 부드럽게 만드는 밝은 에너지를 갖고 있습니다."
24.0,학생의 정서적인 상태,밝고 긍정적 안정감,102.0,"작은 성취에도 진심으로 기뻐하고, 타인의 성과에도 아낌없이 박수를 보내는 여유로운 태도가 인상 깊었습니다. 감정의 폭이 건강하게 열려 있어 정서적으로 매우 안정되어 있다고 판단됩니다."
25.0,학생의 정서적인 상태,밝고 긍정적 안정감,100.0,"처음 만나는 친구와도 쉽게 어울리고, 낯선 활동에도 스스로 흥미를 느끼며 자연스럽게 녹아드는 모습이 자주 관찰됩니다. 개방적이고 긍정적인 정서 상태가 지속적으로 유지되고 있습니다."
26.0,학생의 정서적인 상태,밝고 긍정적 안정감,102.0,"가끔 사소한 실수가 있을 때도 스스로 격려하며 넘기는 모습에서 자기 회복력이 잘 형성되어 있음을 느꼈습니다. 외부 자극에 과도하게 흔들리지 않으며, 정서적으로 탄탄한 기반이 있습니다."
27.0,학생의 정서적인 상태,밝고 긍정적 안정감,97.0,"즐거운 일뿐 아니라 어려운 상황에서도 긍정적인 의미를 찾으려는 태도가 몸에 배어 있습니다. 감정에 치우치지 않고 상황을 균형 있게 바라보며, 정서적으로 매우 성숙한 편입니다."
28.0,학생의 정서적인 상태,밝고 긍정적 안정감,106.0,"무리한 감정 표현이나 갑작스러운 반응 없이 늘 안정된 모습을 보이며, 본인의 기분을 잘 조절하고 전달하는 능력이 뛰어납니다. 친구들 사이에서도 정서적 안정감을 주는 존재로 자리잡고 있습니다."
29.0,학생의 정서적인 상태,밝고 긍정적 안정감,100.0,"자신에 대한 긍정적인 자기인식이 잘 형성되어 있어, 작은 도전이나 실패 앞에서도 기죽지 않고 자신의 리듬대로 다시 도전하려는 태도가 돋보입니다. 정서적으로 매우 단단한 아이입니다."
30.0,학생의 정서적인 상태,밝고 긍정적 안정감,110.0,"학습 상황 외에도 쉬는 시간, 교사와의 짧은 대화 등 다양한 순간에서 정서적으로 밝고 유쾌한 에너지가 느껴집니다. 감정 표현의 균형도 잘 잡혀 있어, 전체적으로 매우 건강한 정서 상태로 판단됩니다."
1.0,학생의 정서적인 상태,감정적 약간의 변화 있음.,114.0,"최근 들어 평소보다 다소 조용한 모습이 자주 관찰되고 있습니다. 특별히 우려할 만한 정황은 아니지만, 이 시기에는 다양한 정서 변화가 나타날 수 있기에 학원에서도 더욱 따뜻하게 교감하며 지켜보고 있습니다."
2.0,학생의 정서적인 상태,감정적 약간의 변화 있음.,115.0,"최근 감정 표현의 강도가 살짝 줄어든 느낌이 있어 유심히 지켜보고 있습니다. 또래 간 자연스러운 변화일 수 있는 만큼, 학원에서는 학생이 편안하게 감정을 나눌 수 있도록 부드러운 분위기를 유지하고 있습니다."
3.0,학생의 정서적인 상태,감정적 약간의 변화 있음.,103.0,"예전보다 말수가 약간 줄거나 반응이 차분해진 모습이 간헐적으로 보입니다. 사춘기나 일시적인 피로의 일부일 수 있으나, 학원에서는 학생의 정서를 존중하며 편안한 교감을 이어가고 있습니다."
4.0,학생의 정서적인 상태,감정적 약간의 변화 있음.,111.0,"최근 수업중 집중도는 여전히 높지만, 감정 표현이 조금 조심스러워진 인상이 있습니다. 크게 우려할 부분은 아니며, 학원에서는 따뜻한 눈빛과 대화를 통해 학생의 정서 흐름을 자연스럽게 살피고 있습니다."
5.0,학생의 정서적인 상태,감정적 약간의 변화 있음.,117.0,"일상적인 상황에서는 밝고 잘 지내지만, 일부 살짝 움츠러드는 반응이 보여 교사 입장에서 조금 더 관심을 갖고 지켜보고 있습니다. 이 시기에는 흔히 나타나는 정서 흐름의 변화로 보고 있으며 편안하게 교감중입니다."
6.0,학생의 정서적인 상태,감정적 약간의 변화 있음.,112.0,"수업 태도나 친구들과의 상호작용은 전반적으로 양호하나, 이전보다 감정 표현의 폭이 줄어든 모습이 느껴집니다. 정서적으로 특별히 걱정되진 않지만, 작은 변화도 놓치지 않도록 주의 깊게 관찰하고 있습니다."
7.0,학생의 정서적인 상태,감정적 약간의 변화 있음.,114.0,"밝은 표정과 반응은 유지되고 있으나, 간혹 혼자 있고 싶어하는 듯한 분위기가 느껴질 때가 있습니다. 누구에게나 찾아올 수 있는 자연스러운 흐름으로 보고 있으며, 무리 없이 다가갈 수 있도록 노력 중입니다."
8.0,학생의 정서적인 상태,감정적 약간의 변화 있음.,117.0,"전체적으로 잘 지내고 있고 수업에도 성실히 참여하고 있지만, 감정 표현에서 약간의 망설임이 느껴지는 시점입니다. 지나친 걱정은 안 하셔도 되며, 학원에서 자연스러운 교감을 통해 정서적 안정감을 도울 예정입니다."
9.0,학생의 정서적인 상태,감정적 약간의 변화 있음.,111.0,"최근 감정 표현의 빈도가 살짝 줄고, 예전보다 말수가 조용해진 모습이 드물게 나타나고 있습니다. 정서적인 안정 상태는 유지되고 있으나, 학원에서는 좀 더 따뜻하게 다가가며 변화에 귀기울이고 있습니다."
10.0,학생의 정서적인 상태,감정적 약간의 변화 있음.,116.0,"수업중 반응과 집중도는 여전히 좋지만, 이전보다 감정 표현이 약간 눌린 듯한 느낌이 있는 순간도 관찰됩니다. 이 시기의 일시적인 변화로 보고 있으며, 학원에서는 따뜻한 관심으로 정서적인 교감을 이어가겠습니다."
11.0,학생의 정서적인 상태,감정적 약간의 변화 있음.,115.0,"최근 감정 표현이 이전보다 조금 조심스러워진 듯합니다. 또래 아이들에게서 흔히 나타나는 일시적인 흐름으로 보고 있으며, 학원에서는 부담을 주지 않으면서 자연스럽게 교감할 수 있도록 면밀히 지켜보고 있습니다."
12.0,학생의 정서적인 상태,감정적 약간의 변화 있음.,117.0,"수업 참여와 관계 형성에는 문제가 없지만, 간혹 표정이나 반응에서 잠시 멈칫하는 듯한 모습이 관찰됩니다. 이 시기에는 감정의 흐름이 민감해질 수 있어 학원에서는 조심스럽게 다가가며 정서적으로 지지하고 있습니다."
13.0,학생의 정서적인 상태,감정적 약간의 변화 있음.,117.0,"최근 감정 반응이 예전보다 살짝 차분해진 경향이 있습니다. 특정한 원인으로 보이지는 않으며, 이 시기에 흔히 나타날 수 있는 정서적 리듬의 변화로 보고 있습니다. 조용히 관심을 두고 따뜻하게 지켜보고 있습니다."
